seed,l0,l2,l_inf,minimum_change,true_label,adv_label,position_adv_label_in_original_pred,delta_first_prod_vs_second_prob,delta_first_prod_vs_third_prob,delta_first_prod_vs_fourth_prob
2095,,,,,,,,38.87092,50.09212,58.88954
2096,,,,,,,,23.489338,40.776184,48.519196
2097,,,,,,,,26.309298,38.87139,43.182785
2098,,,,,,,,12.519722,29.400345,39.342194
2099,,,,,,,,19.55038,32.682636,33.438454
2100,,,,,,,,35.160885,42.023117,52.44046
2101,,,,,,,,19.946377,20.799498,23.903467
2102,,,,,,,,30.191542,47.72936,52.83116
2103,,,,,,,,25.164787,26.638653,31.24637
2104,,,,,,,,21.084957,30.203554,30.338848
2105,,,,,,,,60.276318,68.54354,71.00646
2106,,,,,,,,44.21058,51.253357,60.066498
2107,,,,,,,,32.082912,56.15716,61.44201
2108,,,,,,,,13.358643,14.092915,14.890416
2109,,,,,,,,49.12354,51.35334,55.289135
2110,,,,,,,,17.631575,24.267065,25.407013
2111,,,,,,,,35.854,38.396976,45.974144
2112,,,,,,,,45.910603,46.15377,51.97175
2113,,,,,,,,67.60066,70.80908,75.06551
2114,,,,,,,,11.019236,25.339102,25.968517
2115,,,,,,,,40.657333,41.455063,42.076603
2116,,,,,,,,25.782166,37.30778,42.9539
2117,,,,,,,,42.07842,46.33254,50.640167
2118,,,,,,,,8.56432,9.995447,10.827627
2119,,,,,,,,28.825579,33.049747,33.8123
2120,,,,,,,,25.03353,28.389107,35.84471
2121,,,,,,,,52.08034,54.916855,56.994003
2122,,,,,,,,20.61449,27.238485,32.393356
2123,,,,,,,,16.77783,24.281096,28.462723
2124,,,,,,,,21.551361,30.405159,36.521454
2125,,,,,,,,21.793901,27.529457,34.453995
2126,,,,,,,,37.402206,43.63657,51.220543
2127,,,,,,,,42.02256,51.323723,55.81063
2128,,,,,,,,6.791996,33.944427,36.973988
2129,,,,,,,,67.16356,67.60543,69.889786
2130,,,,,,,,49.080723,49.16145,57.990593
2131,,,,,,,,45.950302,50.388416,60.086105
2132,,,,,,,,13.737678,20.439278,34.23969
2133,,,,,,,,58.673134,67.69669,83.69196
2134,,,,,,,,11.2805805,13.988926,14.267096
2135,,,,,,,,20.257132,35.279163,40.43747
2136,,,,,,,,27.543428,30.491346,34.206078
2137,,,,,,,,21.61808,26.493206,27.750156
2138,,,,,,,,21.41097,36.170113,38.22187
2139,,,,,,,,39.271866,40.678055,46.755955
2140,,,,,,,,25.222876,28.785244,32.133945
2141,,,,,,,,21.346498,22.81715,31.705416
2142,,,,,,,,25.2832,27.372673,33.739918
2143,,,,,,,,38.145935,54.978233,56.05847
2144,,,,,,,,31.371302,35.407326,44.38423
2145,,,,,,,,37.883743,38.7008,45.332893
2146,,,,,,,,53.65714,67.80444,71.14414
2147,,,,,,,,37.040386,46.828114,58.10882
2148,,,,,,,,12.23265,14.219762,24.125345
2149,,,,,,,,25.803484,58.172836,64.25046
2150,,,,,,,,20.926752,27.780819,30.424896
2151,,,,,,,,27.896208,30.525806,30.653526
2152,,,,,,,,38.997963,47.660366,61.66185
2153,,,,,,,,50.32031,50.44029,50.489597
2154,,,,,,,,24.508389,30.430494,33.65036
2155,,,,,,,,26.63514,43.098488,45.097088
2156,,,,,,,,41.739525,46.333103,60.52257
2157,,,,,,,,37.878223,41.506653,43.999405
2158,,,,,,,,31.427704,33.72127,43.77065
2159,,,,,,,,22.158718,27.958149,35.125465
2160,,,,,,,,10.609243,28.398598,32.848503
2161,,,,,,,,27.528072,34.217316,36.90119
2162,,,,,,,,28.790894,28.909163,35.231915
2163,,,,,,,,43.706276,49.422626,63.924984
2164,,,,,,,,21.557178,33.23024,38.93589
2165,,,,,,,,42.150146,48.47487,62.92495
2166,,,,,,,,23.086647,26.988897,27.68526
2167,,,,,,,,33.781445,33.983006,37.145203
2168,,,,,,,,9.917117,19.71967,22.405323
2169,,,,,,,,27.112118,33.281925,39.764984
2170,,,,,,,,28.966354,35.56269,39.290752
2171,,,,,,,,42.018524,47.560284,62.999348
2172,,,,,,,,3.679535,15.967665,38.97643
2173,,,,,,,,30.643942,32.159943,32.388283
2174,,,,,,,,26.736021,31.276878,34.55976
2175,,,,,,,,37.769585,49.96336,56.424446
2176,,,,,,,,19.023245,27.108639,30.094212
2177,,,,,,,,18.144207,22.733871,27.86673
2178,,,,,,,,12.482921,28.138369,32.754505
2179,,,,,,,,23.149715,51.772633,52.182175
2180,,,,,,,,44.50559,64.369385,68.20537
2181,,,,,,,,42.188835,46.0896,52.5126
2182,,,,,,,,39.512222,64.043205,68.074585
2183,,,,,,,,31.923264,35.97225,48.895332
2184,,,,,,,,5.822956,10.185769,16.679527
2185,,,,,,,,22.681477,35.74783,56.219246
2186,,,,,,,,19.710232,27.294775,36.773796
2187,,,,,,,,23.600693,28.428583,35.40632
2188,,,,,,,,16.018038,22.962872,25.382807
2189,,,,,,,,44.151165,50.694946,50.696228
2190,,,,,,,,24.768497,30.918026,31.320793
2191,,,,,,,,61.49317,62.51277,62.54242
2192,,,,,,,,15.741644,18.931568,19.847052
2193,,,,,,,,47.04178,51.258343,53.26479
2194,,,,,,,,9.044823,16.347965,17.903774
2195,,,,,,,,33.636,37.42326,41.270195
2196,,,,,,,,29.091366,36.901165,42.872013
2197,,,,,,,,16.121214,21.040525,30.405552
2198,,,,,,,,14.2861395,16.445923,19.317324
2199,,,,,,,,30.435602,32.115826,34.02994
2200,,,,,,,,46.036148,49.612053,58.62098
2201,,,,,,,,20.253798,21.659586,23.891783
2202,,,,,,,,12.183924,20.399666,25.090637
2203,,,,,,,,42.548515,48.27179,52.025
2204,,,,,,,,49.09063,57.46418,61.944824
2205,,,,,,,,42.4135,52.80446,55.974663
2206,,,,,,,,42.161884,46.7122,53.28004
2207,,,,,,,,36.255035,38.8086,54.284042
2208,,,,,,,,6.440324,17.538597,26.86824
2209,,,,,,,,19.958012,65.61614,69.40666
2210,,,,,,,,23.252226,27.108086,29.089796
2211,,,,,,,,15.053471,50.3734,62.146095
2212,,,,,,,,37.658493,46.03086,53.228046
2213,,,,,,,,7.092967,17.755331,17.818895
2214,,,,,,,,21.121367,32.01487,44.121655
2215,,,,,,,,27.17538,32.455956,38.387238
2216,,,,,,,,26.789188,29.066767,32.27771
2217,,,,,,,,40.489956,45.715897,54.00361
2218,,,,,,,,5.3121624,15.778211,17.331207
2219,,,,,,,,18.695171,26.542923,27.05249
2220,,,,,,,,4.9901733,18.61847,24.944614
2221,,,,,,,,21.011805,29.017881,29.577759
2222,,,,,,,,29.176262,39.485954,39.76068
2223,,,,,,,,31.619722,40.75056,41.370907
2224,,,,,,,,33.982285,37.96604,38.151672
2225,,,,,,,,21.652014,28.585793,31.802227
2226,,,,,,,,23.874195,23.914442,36.682858
2227,,,,,,,,19.793146,22.212685,30.725313
2228,,,,,,,,47.408928,50.475094,50.544872
2229,,,,,,,,36.403297,45.012287,45.985184
2230,,,,,,,,48.67983,57.83437,61.857986
2231,,,,,,,,18.095425,27.959745,32.70575
2232,,,,,,,,23.590767,25.074219,29.28749
2233,,,,,,,,44.40247,57.655315,61.308956
2234,,,,,,,,20.765388,37.078682,41.472473
2235,,,,,,,,51.799534,53.320797,58.26187
2236,,,,,,,,20.769464,28.22318,30.1681
2237,,,,,,,,31.361397,47.336872,49.332985
2238,,,,,,,,24.249632,33.713577,38.331554
2239,,,,,,,,35.547188,39.083054,39.184227
2240,,,,,,,,24.915516,35.937405,36.732315
2241,,,,,,,,61.447655,63.696156,65.092606
2242,,,,,,,,16.458858,22.402966,25.430058
2243,,,,,,,,37.500763,42.619534,49.23312
2244,,,,,,,,43.66887,43.71542,44.8539
2245,,,,,,,,29.01041,31.812988,39.666065
2246,,,,,,,,9.570833,17.44134,38.883953
2247,,,,,,,,19.596687,19.84524,25.180103
2248,,,,,,,,10.999514,15.076282,20.75139
2249,,,,,,,,19.506704,42.45073,58.16014
2250,,,,,,,,22.593037,24.908281,28.896152
2251,,,,,,,,45.553707,67.52016,69.91047
2252,,,,,,,,23.710855,42.40435,45.778545
2253,,,,,,,,51.822998,55.53206,60.23656
2254,,,,,,,,25.349522,26.19502,27.235153
2255,,,,,,,,13.735974,18.30247,21.344059
2256,,,,,,,,56.5303,57.876686,72.12218
2257,,,,,,,,51.220764,56.137466,56.322075
2258,,,,,,,,26.121418,36.469093,39.967297
2259,,,,,,,,37.06662,37.255543,41.18358
2260,,,,,,,,26.184536,27.988922,28.221392
2261,,,,,,,,16.193542,24.903969,50.4245
2262,,,,,,,,11.337271,15.104046,22.904133
2263,,,,,,,,36.9958,38.83904,43.50421
2264,,,,,,,,39.925095,43.167213,45.839367
2265,,,,,,,,46.616432,47.229435,51.466087
2266,,,,,,,,35.09513,35.67107,35.929512
2267,,,,,,,,21.549974,25.003439,26.881609
2268,,,,,,,,50.2927,52.962353,92.4603
2269,,,,,,,,44.938107,48.22212,49.159924
2270,,,,,,,,26.26614,32.87268,53.771828
2271,,,,,,,,34.76323,39.537697,49.83384
2272,,,,,,,,14.015993,27.594765,31.733534
2273,,,,,,,,41.12979,45.68048,68.13371
2274,,,,,,,,19.74078,19.967733,22.70413
2275,,,,,,,,53.92003,55.577034,58.407154
2276,,,,,,,,30.304441,32.109318,45.43048
2277,,,,,,,,25.998196,39.415314,45.279358
2278,,,,,,,,18.978485,19.724567,22.174458
2279,,,,,,,,62.93474,72.4867,75.4653
2280,,,,,,,,20.878412,53.52141,71.85283
2281,,,,,,,,63.048107,66.23098,72.12366
2282,,,,,,,,9.286708,16.444536,17.079777
2283,,,,,,,,40.587704,58.310825,60.44452
2284,,,,,,,,25.909973,27.896711,30.73529
2285,,,,,,,,22.988733,31.02251,31.240128
2286,,,,,,,,8.086974,15.162969,17.49705
2287,,,,,,,,27.343493,53.61423,54.615604
2288,,,,,,,,48.823433,74.05579,82.05523
2289,,,,,,,,43.795895,44.1651,45.667625
2290,,,,,,,,32.35378,36.818485,47.637127
2291,,,,,,,,38.712288,44.520473,47.55931
2292,,,,,,,,13.7144575,23.061037,25.217861
2293,,,,,,,,46.603947,48.927258,54.467712
2294,,,,,,,,30.100481,31.036152,31.503473
2295,,,,,,,,33.382263,35.181572,40.766373
2296,,,,,,,,23.635447,24.10796,25.457298
2297,,,,,,,,33.421505,40.87993,51.399
2298,,,,,,,,32.73264,49.480892,55.360584
2299,,,,,,,,25.681906,28.545616,30.830944
2300,,,,,,,,33.916096,34.814407,39.090057
2301,,,,,,,,17.485342,21.941801,24.749126
2302,,,,,,,,5.415723,17.394928,27.847488
2303,,,,,,,,26.266594,36.796764,38.60805
2304,,,,,,,,24.271439,26.935963,38.63353
2305,,,,,,,,48.27171,61.7006,81.81949
2306,,,,,,,,12.362343,14.771297,16.97453
2307,,,,,,,,25.929688,26.486166,28.46928
2308,,,,,,,,17.775946,20.687653,21.146214
2309,,,,,,,,33.358475,64.00145,67.594376
2310,,,,,,,,15.287027,25.762018,26.860369
2311,,,,,,,,48.10439,49.547398,56.071022
2312,,,,,,,,25.47651,34.07719,35.16457
2313,,,,,,,,56.285477,57.365196,65.598465
2314,,,,,,,,37.335854,46.251896,46.654255
2315,,,,,,,,42.89006,49.10472,57.45369
2316,,,,,,,,22.867567,24.710913,27.22562
2317,,,,,,,,48.789806,50.756775,51.016853
2318,,,,,,,,13.983921,14.047976,19.653084
2319,,,,,,,,41.229053,43.9984,48.652122
2320,,,,,,,,6.272563,10.157324,17.951569
2321,,,,,,,,37.736313,42.93706,46.036285
2322,,,,,,,,10.132959,14.220352,28.72168
2323,,,,,,,,32.6288,36.008667,45.03116
2324,,,,,,,,34.52732,35.441544,39.561176
2325,,,,,,,,38.679703,47.006386,48.90604
2326,,,,,,,,19.174017,19.545956,32.501495
2327,,,,,,,,33.4693,39.135834,41.723007
2328,,,,,,,,34.368744,43.167828,61.729137
2329,,,,,,,,45.826332,47.428013,50.02507
2330,,,,,,,,14.402088,21.286873,31.559906
2331,,,,,,,,26.283903,37.503914,38.918613
2332,,,,,,,,27.692741,46.874763,50.161247
2333,,,,,,,,31.990685,34.444786,35.20302
2334,,,,,,,,33.090527,33.218216,42.781773
2335,,,,,,,,22.536224,26.34331,30.269321
2336,,,,,,,,12.35827,24.455944,25.540028
2337,,,,,,,,42.788734,46.21907,53.96991
2338,,,,,,,,32.349464,33.86865,38.420662
2339,,,,,,,,44.63674,59.604805,63.903427
2340,,,,,,,,10.574855,11.202841,11.456507
2341,,,,,,,,57.94603,58.22244,61.19102
2342,,,,,,,,9.600649,12.449888,30.773916
2343,,,,,,,,25.19597,41.79694,42.82083
2344,,,,,,,,33.88726,41.459885,43.8658
2345,,,,,,,,37.213207,38.978214,41.33189
2346,,,,,,,,55.84838,68.612915,82.866516
2347,,,,,,,,28.099413,34.11986,34.805218
2348,,,,,,,,21.897694,36.06722,36.845764
2349,,,,,,,,12.941831,28.332312,29.938738
2350,,,,,,,,39.17528,52.71868,67.834656
2351,,,,,,,,13.173998,24.065792,28.267735
2352,,,,,,,,25.32661,25.337616,25.615242
2353,,,,,,,,32.312683,37.40696,40.431103
2354,,,,,,,,33.90652,37.02217,39.074245
2355,,,,,,,,28.7336,33.062317,34.206474
2356,,,,,,,,13.266159,18.525288,20.31471
2357,,,,,,,,47.599968,47.854633,78.742035
2358,,,,,,,,29.405012,34.861732,39.271885
2359,,,,,,,,31.834436,46.20936,50.47327
2360,,,,,,,,14.866526,16.269194,20.8918
2361,,,,,,,,57.201065,60.17403,66.48234
2362,,,,,,,,30.507193,34.71021,35.29122
2363,,,,,,,,33.31314,38.184284,48.069984
2364,,,,,,,,10.160343,11.243858,15.34313
2365,,,,,,,,59.532032,70.42021,76.68912
2366,,,,,,,,22.887379,26.032871,31.143692
2367,,,,,,,,12.148234,13.790116,25.735462
2368,,,,,,,,2.7633128,11.165776,18.44636
2369,,,,,,,,9.942841,11.792475,20.455626
2370,,,,,,,,12.8908615,26.134302,28.69779
2371,,,,,,,,14.976181,21.164345,29.161644
2372,,,,,,,,27.25832,31.630503,43.220222
2373,,,,,,,,33.624016,35.188744,39.01716
2374,,,,,,,,23.570404,29.349422,35.462124
2375,,,,,,,,25.946783,29.929417,32.693043
2376,,,,,,,,16.235357,21.887112,26.463142
2377,,,,,,,,18.61299,23.810175,25.212898
2378,,,,,,,,45.131504,61.54419,66.00186
2379,,,,,,,,37.72304,41.976967,51.77856
2380,,,,,,,,46.11337,68.86928,69.24931
2381,,,,,,,,9.086795,14.373436,21.897066
2382,,,,,,,,20.83407,45.55877,47.385532
2383,,,,,,,,19.942856,23.963335,36.14695
2384,,,,,,,,13.351014,18.15202,18.506119
2385,,,,,,,,23.863596,26.781546,35.493816
2386,,,,,,,,25.430252,32.218113,42.451984
2387,,,,,,,,22.916203,33.776363,35.356255
2388,,,,,,,,26.440603,27.83644,29.603981
2389,,,,,,,,31.284943,54.327225,66.95892
2390,,,,,,,,18.097912,27.03023,34.711685
2391,,,,,,,,15.535139,27.426022,31.931717
2392,,,,,,,,22.69703,24.67966,28.189186
2393,,,,,,,,25.527124,26.044659,27.557419
2394,,,,,,,,19.285849,26.332302,26.61588
2395,,,,,,,,25.891579,33.453815,33.742317
2396,,,,,,,,18.140385,30.490444,33.421383
2397,,,,,,,,24.562439,33.57251,39.347885
2398,,,,,,,,18.689545,18.895214,24.800198
2399,,,,,,,,21.776066,30.602816,81.14058
2400,,,,,,,,25.519333,32.68347,33.158794
2401,,,,,,,,44.848225,45.16374,50.17079
2402,,,,,,,,13.971296,17.09423,28.176388
2403,,,,,,,,44.78415,47.629223,52.276024
2404,,,,,,,,12.047842,14.578329,17.105618
2405,,,,,,,,34.496666,43.715736,59.55122
2406,,,,,,,,10.999632,15.035882,16.41817
2407,,,,,,,,40.662525,50.315342,56.79217
2408,,,,,,,,17.458961,37.01427,39.429054
2409,,,,,,,,33.136845,41.381718,46.55802
2410,,,,,,,,12.191826,17.388355,44.152176
2411,,,,,,,,34.68818,44.541992,58.026325
2412,,,,,,,,21.968784,25.288668,38.465633
2413,,,,,,,,21.928402,26.123487,36.169464
2414,,,,,,,,15.158707,29.918442,37.01277
2415,,,,,,,,18.867393,20.594366,24.630146
2416,,,,,,,,41.813625,48.911816,52.667675
2417,,,,,,,,20.573128,32.747406,34.464222
2418,,,,,,,,50.96556,57.375595,75.1193
2419,,,,,,,,27.44757,27.758772,29.57899
2420,,,,,,,,30.31157,43.585056,44.063416
2421,,,,,,,,14.486816,19.306107,24.461788
2422,,,,,,,,41.509808,54.62398,68.82395
2423,,,,,,,,14.801386,20.665588,21.870985
2424,,,,,,,,13.478193,24.270748,24.312815
2425,,,,,,,,14.229361,17.154598,24.353153
2426,,,,,,,,3.8237338,4.193181,7.894722
2427,,,,,,,,9.484938,11.831898,17.379555
2428,,,,,,,,17.10642,18.334589,28.09662
2429,,,,,,,,17.128288,19.845835,22.207321
2430,,,,,,,,26.50663,32.725185,49.2229
2431,,,,,,,,12.428352,14.143271,20.385994
2432,,,,,,,,23.99786,24.066309,37.787323
2433,,,,,,,,24.999744,28.914314,29.477982
2434,,,,,,,,25.146465,25.435211,30.32607
2435,,,,,,,,23.909752,28.918468,33.28823
2436,,,,,,,,14.338994,18.434547,23.518972
2437,,,,,,,,17.006243,21.56389,24.766253
2438,,,,,,,,13.478379,14.420301,14.835781
2439,,,,,,,,36.062263,37.119316,39.327618
2440,,,,,,,,32.052498,36.09785,36.38224
2441,,,,,,,,38.34738,40.588055,44.867973
2442,,,,,,,,14.256767,21.254045,22.232403
2443,,,,,,,,22.406504,37.106728,41.952965
2444,,,,,,,,12.099821,13.085779,19.799925
2445,,,,,,,,37.391956,38.909008,46.568172
2446,,,,,,,,14.806412,16.9218,17.627998
2447,,,,,,,,17.496304,18.578098,24.66958
2448,,,,,,,,13.9875965,17.686405,21.20131
2449,,,,,,,,29.851486,30.889406,40.541355
2450,,,,,,,,16.822908,28.345963,35.255703
2451,,,,,,,,43.21947,60.07122,65.39216
2452,,,,,,,,21.079885,25.348478,40.903797
2453,,,,,,,,33.141224,37.678474,45.090256
2454,,,,,,,,33.40662,36.81343,40.213852
2455,,,,,,,,21.263777,22.53849,30.719574
2456,,,,,,,,38.37088,41.638313,45.746643
2457,,,,,,,,29.173122,44.918114,66.58325
2458,,,,,,,,14.016802,30.187935,30.468555
2459,,,,,,,,21.565931,22.601725,29.040499
2460,,,,,,,,29.236347,46.474693,53.211624
2461,,,,,,,,23.481804,32.031837,38.696846
2462,,,,,,,,14.644018,17.28872,23.507347
2463,,,,,,,,58.136845,60.764397,60.92339
2464,,,,,,,,29.818924,55.52263,61.796314
2465,,,,,,,,22.955173,26.461052,26.787647
2466,,,,,,,,22.713531,43.136436,43.432827
2467,,,,,,,,30.067957,30.236988,34.269672
2468,,,,,,,,35.405266,37.14899,48.646065
2469,,,,,,,,48.896465,52.50542,62.74896
2470,,,,,,,,29.345036,36.9429,37.396988
2471,,,,,,,,27.43619,28.018904,33.9347
2472,,,,,,,,40.9858,41.208366,52.4188
2473,,,,,,,,22.947563,27.296534,41.87707
2474,,,,,,,,38.547546,49.423897,56.988853
2475,,,,,,,,33.06968,46.25773,53.324966
2476,,,,,,,,19.681255,22.030964,35.2014
2477,,,,,,,,33.49513,35.491,40.060017
2478,,,,,,,,37.05746,42.713066,43.250378
2479,,,,,,,,45.721546,49.39283,50.19
2480,,,,,,,,15.489158,15.977797,20.260057
2481,,,,,,,,59.413647,62.942505,77.98233
2482,,,,,,,,20.381996,22.664948,24.244566
2483,,,,,,,,36.688034,58.27519,60.130787
2484,,,,,,,,28.747944,31.17765,40.18543
2485,,,,,,,,35.992622,48.6901,56.49842
2486,,,,,,,,15.224989,26.785744,52.4394
2487,,,,,,,,45.667778,48.422016,48.92407
2488,,,,,,,,4.4297867,10.00497,15.300316
2489,,,,,,,,65.18306,65.82795,80.39203
2490,,,,,,,,20.292437,21.414679,28.586666
2491,,,,,,,,14.393465,16.654222,20.321007
2492,,,,,,,,9.150038,10.110751,11.509499
2493,,,,,,,,35.754265,47.797153,58.094074
2494,,,,,,,,18.14575,22.230011,24.338589
2495,,,,,,,,22.349613,22.40954,23.145287
2496,,,,,,,,19.76321,24.903954,36.000713
2497,,,,,,,,14.374564,30.363564,31.969984
2498,,,,,,,,27.130001,34.529602,38.7105
2499,,,,,,,,25.546555,30.827602,59.801144
2500,,,,,,,,34.82683,42.19839,49.280376
2501,,,,,,,,28.282238,30.066236,31.31456
2502,,,,,,,,20.810394,20.85994,30.46043
2503,,,,,,,,52.502686,54.354927,68.37559
2504,,,,,,,,31.991875,52.795937,54.66343
2505,,,,,,,,22.54298,23.477291,24.167202
2506,,,,,,,,60.8126,62.19426,68.29526
2507,,,,,,,,39.493317,40.099556,47.687393
2508,,,,,,,,37.147415,44.350105,46.187004
2509,,,,,,,,32.10901,33.746986,35.71186
2510,,,,,,,,15.079356,25.97697,27.980314
2511,,,,,,,,28.945889,40.27098,50.924347
2512,,,,,,,,29.384901,34.20133,54.643494
2513,,,,,,,,31.840086,32.04262,37.03691
2514,,,,,,,,22.366386,29.197056,35.80958
2515,,,,,,,,39.918972,53.143913,53.77042
2516,,,,,,,,34.318993,35.917236,42.582176
2517,,,,,,,,26.69703,28.614933,33.75365
2518,,,,,,,,33.420837,36.42766,44.03225
2519,,,,,,,,20.954578,26.507837,38.542892
2520,,,,,,,,25.447601,44.608803,46.950603
2521,,,,,,,,18.57004,27.415562,32.40981
2522,,,,,,,,14.703864,20.138832,30.374958
2523,,,,,,,,58.454964,59.842236,60.09271
2524,,,,,,,,49.13719,64.25357,65.75987
2525,,,,,,,,38.789677,39.817207,41.523514
2526,,,,,,,,11.403012,14.962294,23.14058
2527,,,,,,,,41.2749,48.64142,54.722733
2528,,,,,,,,33.77172,37.71304,38.674507
2529,,,,,,,,46.293533,52.65787,58.386562
2530,,,,,,,,13.342908,17.783554,19.093307
2531,,,,,,,,51.71197,59.400494,62.77492
2532,,,,,,,,32.52809,36.03561,40.57972
2533,,,,,,,,36.647682,47.176807,53.47552
2534,,,,,,,,14.410456,21.776888,25.446365
2535,,,,,,,,22.16138,22.620398,23.016188
2536,,,,,,,,10.640385,20.167673,33.483322
2537,,,,,,,,45.194157,46.981655,50.22123
2538,,,,,,,,11.474014,25.134644,38.62782
2539,,,,,,,,34.61863,42.77762,52.974525
2540,,,,,,,,29.367983,32.462242,38.28112
2541,,,,,,,,56.380623,60.957615,67.918335
2542,,,,,,,,19.409086,23.976742,30.402534
2543,,,,,,,,19.697292,22.93067,29.201416
2544,,,,,,,,36.74739,47.103176,47.896324
2545,,,,,,,,58.526215,59.565086,61.027924
2546,,,,,,,,19.036026,20.829514,24.66163
2547,,,,,,,,14.665075,16.841236,25.903616
2548,,,,,,,,46.10841,60.71591,62.135944
2549,,,,,,,,38.557636,44.976616,48.168392
2550,,,,,,,,13.435741,30.386316,34.051994
2551,,,,,,,,34.153435,36.98428,44.353775
2552,,,,,,,,17.34737,21.100727,29.78931
2553,,,,,,,,10.995218,12.404976,12.621731
2554,82,2.4907394806207557,0.3921568627450981,0.00392156862745098,5,3,2,3.4805756,28.522305,37.93536
2555,,,,,,,,12.36832,17.54721,29.198849
2556,,,,,,,,19.100294,20.536276,22.185413
2557,,,,,,,,27.32379,31.314724,34.189274
2558,,,,,,,,16.58237,37.33339,55.054085
2559,,,,,,,,18.98615,20.47792,20.534172
2560,,,,,,,,43.04351,43.868896,53.434216
2561,,,,,,,,39.353992,41.28048,44.42784
2562,,,,,,,,35.61904,38.237637,39.253628
2563,,,,,,,,14.382935,20.24502,26.313421
2564,,,,,,,,16.943178,18.287151,22.05052
2565,,,,,,,,25.103783,31.933817,42.235977
2566,,,,,,,,10.451086,18.824192,25.707647
2567,,,,,,,,41.02865,43.98121,44.87197
2568,,,,,,,,15.748162,26.72,40.123676
2569,,,,,,,,47.2999,50.177742,50.982838
2570,,,,,,,,46.140884,47.011444,47.285446
2571,,,,,,,,24.224174,27.887459,58.91903
2572,,,,,,,,24.50765,28.347698,32.028004
2573,,,,,,,,49.351307,51.219864,54.84458
2574,,,,,,,,29.429304,41.76805,67.40979
2575,,,,,,,,30.42587,36.837517,51.14633
2576,,,,,,,,19.10508,23.459494,26.237406
2577,,,,,,,,23.118631,38.878662,44.54349
2578,,,,,,,,32.06395,33.410885,33.692493
2579,,,,,,,,28.490528,29.563892,32.92962
2580,,,,,,,,17.649527,20.608713,25.810135
2581,,,,,,,,17.380798,41.187614,41.970005
2582,,,,,,,,22.657047,25.506813,26.433212
2583,,,,,,,,23.959057,25.31666,30.122871
2584,,,,,,,,24.93496,26.432484,33.9912
2585,,,,,,,,21.566092,39.708256,41.321747
2586,,,,,,,,27.143707,39.484615,44.013725
2587,,,,,,,,41.1996,45.790405,47.328156
2588,,,,,,,,15.733092,17.956303,18.050823
2589,,,,,,,,45.35437,45.546894,48.250168
2590,,,,,,,,30.755947,30.77111,32.692055
2591,,,,,,,,35.75799,43.7526,44.337746
2592,,,,,,,,41.517437,48.38542,49.66008
2593,,,,,,,,26.306656,35.330128,36.790966
2594,,,,,,,,32.76123,34.059944,35.762047
2595,,,,,,,,17.351027,18.373762,25.352598
2596,,,,,,,,11.669523,13.491341,16.951067
2597,,,,,,,,36.650845,44.38887,55.084694
2598,,,,,,,,7.1760063,35.18554,42.22336
2599,,,,,,,,21.08621,21.712175,22.812262
2600,51,2.153944549932288,0.3921568627450981,0.00784313725490196,9,4,2,3.8872743,13.190438,14.471723
2601,,,,,,,,32.067368,54.872917,62.463936
2602,,,,,,,,26.796854,30.81225,31.81399
2603,,,,,,,,38.79478,44.809956,51.966145
2604,,,,,,,,19.654602,21.394203,26.239204
2605,,,,,,,,37.107117,60.11498,63.45875
2606,,,,,,,,18.619495,30.14687,31.720135
2607,,,,,,,,43.638226,54.712017,56.62803
2608,,,,,,,,24.535442,32.000923,32.381588
2609,,,,,,,,19.02896,28.268475,29.73629
2610,,,,,,,,5.0570216,7.480762,9.59086
2611,,,,,,,,27.628872,43.983486,57.64652
2612,,,,,,,,26.936832,29.01439,40.93831
2613,,,,,,,,10.682507,17.72524,21.6708
2614,,,,,,,,6.9346104,26.715054,41.46191
2615,,,,,,,,27.450186,31.600021,37.1477
2616,,,,,,,,21.235031,21.387033,24.350143
2617,,,,,,,,24.329731,32.063797,43.948326
2618,,,,,,,,25.756983,28.625677,40.701958
2619,,,,,,,,17.407677,24.645369,25.093832
2620,,,,,,,,21.239063,27.20778,35.68947
2621,,,,,,,,32.800323,35.370743,48.951237
2622,,,,,,,,11.809544,27.727095,28.509403
2623,,,,,,,,17.87172,23.96705,25.982653
2624,,,,,,,,25.621054,30.692749,35.078716
2625,,,,,,,,35.209675,35.62137,43.15214
2626,,,,,,,,27.267273,39.503216,44.616142
2627,,,,,,,,32.677498,41.992023,47.775898
2628,,,,,,,,28.460526,34.116608,41.041348
2629,,,,,,,,27.452646,47.714767,49.48854
2630,,,,,,,,26.071342,28.916676,30.275454
2631,,,,,,,,40.601875,51.546883,58.45189
2632,,,,,,,,31.97406,32.57737,41.934998
2633,,,,,,,,27.720407,28.44604,34.079967
2634,,,,,,,,17.542223,26.27457,48.92434
2635,,,,,,,,46.105076,51.04563,54.909523
2636,,,,,,,,12.773785,14.030633,17.55063
2637,,,,,,,,25.198421,31.519466,46.88664
2638,,,,,,,,29.251308,34.65367,37.640606
2639,,,,,,,,24.739223,32.28169,32.72069
2640,,,,,,,,28.582476,40.31447,42.5608
2641,,,,,,,,51.137733,54.769203,62.420563
2642,,,,,,,,21.718637,36.781628,38.622105
2643,,,,,,,,29.794964,31.974657,37.112476
2644,,,,,,,,14.870752,22.508854,25.567213
2645,,,,,,,,20.308102,21.745413,25.092873
2646,,,,,,,,45.522682,51.55074,74.939896
2647,,,,,,,,37.468956,44.21071,45.000267
