seed,l0,l2,l_inf,minimum_change,true_label,adv_label,position_adv_label_in_original_pred,first_largest,second_largest,third_largest,fourth_largest,fifth_largest,last_largest,epsilon
6727,433,0.5779542172853921,0.028000000000000025,0.0039215686274509665,6,2,2,1.0,4.727655e-10,3.629883e-10,1.8861554e-15,8.952768e-16,5.239647e-22,0.028
6765,484,0.6302525417925631,0.029000000000000026,0.0039215686274509665,9,2,3,1.0,2.0622891e-10,4.660346e-14,4.276029e-17,1.912417e-17,1.9712837e-36,0.029
6789,458,0.5922207730736715,0.028000000000000025,0.0039215686274509665,6,2,2,1.0,4.2585754e-11,1.6743305e-11,1.4761357e-14,1.8004747e-16,8.8831824e-27,0.028
6822,468,0.47137551465577154,0.02200000000000002,0.0039215686274509665,1,8,2,1.0,7.0690544e-11,8.383457e-12,7.1742357e-13,9.294182e-16,1.25914175e-23,0.022
6977,489,0.4782688087686508,0.02200000000000002,0.0039215686274509665,1,8,2,1.0,1.5404451e-08,1.4087522e-12,4.1462412e-13,1.7211852e-14,1.9638377e-29,0.022
7015,473,0.532328340528616,0.025000000000000022,0.007843137254901933,6,2,2,1.0,1.2883961e-09,1.4599049e-13,3.299566e-14,4.2044736e-16,1.7533987e-26,0.025
7060,471,0.4720189672258859,0.02200000000000002,0.0039215686274509665,1,8,2,1.0,1.9912819e-10,1.0311553e-11,5.708211e-14,1.0496078e-14,9.513651e-22,0.022
7094,496,0.5886890462344941,0.027000000000000024,0.0039215686274509665,9,8,2,1.0,4.944205e-09,3.2472187e-12,4.0627433e-13,1.5612349e-14,3.602167e-31,0.027
7105,380,0.5172693266804931,0.027000000000000024,0.0039215686274509665,1,7,2,1.0,1.0797139e-08,1.7098747e-09,5.162904e-10,4.060026e-12,1.8745339e-24,0.027
7111,462,0.441615485271959,0.02100000000000002,0.0039215686274509665,6,2,2,1.0,3.3432363e-12,8.856363e-13,4.110543e-15,8.8071065e-17,5.986377e-29,0.021
7118,497,0.4998756592798698,0.02300000000000002,0.0039215686274509665,9,8,2,1.0,2.0315258e-09,1.5530919e-09,9.49123e-11,4.6247034e-11,7.933332e-27,0.023
7251,493,0.639640783405392,0.029000000000000026,0.0039215686274509665,9,2,2,1.0,3.4627554e-09,9.81904e-10,2.362243e-11,2.2980771e-16,1.3743369e-28,0.029
7289,490,0.5910226971339506,0.027000000000000024,0.0039215686274509665,6,2,2,1.0,7.9461215e-10,4.7685885e-14,1.07431717e-16,1.4358955e-17,5.926082e-27,0.027
7425,498,0.5923871977684607,0.027000000000000024,0.0039215686274509665,8,2,2,1.0,2.295705e-14,5.5405475e-15,6.5930917e-19,2.2209623e-20,4.6924467e-33,0.027
7472,465,0.511585087553378,0.02400000000000002,0.0039215686274509665,1,8,2,1.0,3.336841e-08,2.8103022e-09,1.1204994e-09,1.3253819e-14,5.890633e-18,0.024
7533,419,0.537962428422714,0.027000000000000024,0.007843137254901933,1,7,2,1.0,2.1735032e-08,1.84358e-08,1.8859506e-11,4.3979403e-15,0.0,0.027
7599,477,0.36509848728937777,0.017000000000000015,0.0039215686274509665,1,2,2,0.99866736,0.0013002972,1.700965e-05,7.5726734e-06,4.7257745e-06,3.210283e-18,0.017
7642,426,0.5366339534543076,0.026000000000000023,0.025999999999999995,8,2,2,1.0,2.1481778e-11,1.0525775e-13,8.007922e-18,6.5296423e-19,1.7725654e-26,0.026000000000000002
7650,384,0.5245677567397713,0.027000000000000024,0.0039215686274509665,1,7,2,1.0,1.995645e-08,2.5909972e-09,1.4440558e-09,1.3158714e-09,8.983187e-22,0.027
7667,520,0.6010932843460881,0.027000000000000024,0.00392156862745098,9,8,2,1.0,7.286787e-12,1.0385838e-13,4.4977195e-15,2.1747207e-17,7.2416234e-33,0.027
7699,453,0.5436743772953526,0.026000000000000023,0.0039215686274509665,5,9,2,1.0,5.0273965e-08,1.1276194e-13,1.01407625e-13,4.305571e-18,6.783373e-30,0.026000000000000002
7713,523,0.576856268208531,0.026000000000000023,0.0039215686274509665,9,8,2,1.0,1.4519475e-15,8.3992726e-19,2.8092535e-19,3.6326696e-20,1.2241274e-38,0.026000000000000002
7755,494,0.6223311015850005,0.028000000000000025,0.027999999999999997,9,8,2,1.0,1.8378596e-13,8.881944e-16,1.629928e-17,1.6547722e-20,4.6939708e-32,0.028
7764,390,0.5421901730716548,0.028000000000000025,0.00392156862745098,1,7,2,1.0,6.2897287e-09,8.1761015e-11,2.5058004e-14,9.832284e-15,1.1772762e-24,0.028
7821,431,0.5918493984925247,0.029000000000000026,0.007843137254901933,1,8,2,1.0,2.980225e-08,4.4964595e-11,3.7789095e-11,8.149754e-12,0.0,0.029
7850,477,0.5981609390749171,0.028000000000000025,0.0039215686274509665,1,8,2,1.0,6.984556e-10,2.6799942e-12,1.3345794e-15,6.3402343e-16,2.1497217e-31,0.028
7921,472,0.5114060616950931,0.02400000000000002,0.0039215686274509665,1,8,2,1.0,9.200795e-11,5.864393e-13,3.70152e-13,6.5916686e-16,2.0468385e-24,0.024
7941,452,0.48029263795104454,0.02300000000000002,0.007843137254901933,1,8,2,1.0,1.0560974e-08,7.535975e-10,1.0693894e-10,3.834714e-12,3.9549612e-20,0.023
7968,463,0.5931800120709498,0.028000000000000025,0.0039215686274509665,6,2,2,1.0,7.216014e-12,1.6452548e-13,1.4480141e-16,7.219341e-17,3.3235856e-26,0.028
7973,377,0.5478775077993985,0.029000000000000026,0.0039215686274509665,1,7,2,1.0,1.7097923e-10,2.1813148e-12,1.786248e-13,4.8149625e-14,6.016167e-27,0.029
7993,366,0.5548026676215608,0.029000000000000026,0.028999999999999998,1,7,2,1.0,1.3380856e-09,8.5857405e-11,2.7923198e-11,3.040587e-12,1.3234122e-28,0.029
8106,470,0.45017181477963686,0.02100000000000002,0.0039215686274509665,1,8,2,1.0,1.685142e-09,1.3572434e-12,8.985147e-13,3.0339046e-14,9.885912e-23,0.021
8156,485,0.4915400266987237,0.02300000000000002,0.0039215686274509665,1,8,2,1.0,5.3736315e-10,6.1032346e-11,9.815056e-13,5.395352e-14,3.0338139e-24,0.023
8166,469,0.5332837707651307,0.025000000000000022,0.007843137254901933,1,8,2,1.0,1.8488346e-11,2.7403465e-13,5.5188626e-15,1.7861712e-15,1.1985596e-25,0.025
8300,491,0.548176655045147,0.025000000000000022,0.0039215686274509665,8,2,2,0.9999999,1.5923094e-07,8.569094e-09,3.790492e-09,1.7073943e-09,9.789346e-32,0.025
8366,460,0.6061763469094452,0.029000000000000026,0.007843137254901933,8,2,2,1.0,8.53624e-09,4.1380646e-09,5.9661454e-10,9.643559e-12,1.8546431e-35,0.029
8521,504,0.4357820970851673,0.020000000000000018,0.007843137254901933,5,9,2,1.0,4.8010538e-09,6.845792e-10,4.873995e-11,1.9398765e-15,2.1902082e-30,0.02
8522,466,0.5754272868712179,0.027000000000000024,0.0039215686274509665,8,6,2,1.0,8.6361335e-10,3.638173e-10,5.445219e-12,3.1170398e-13,1.1076946e-20,0.027
8538,474,0.5757853860962294,0.027000000000000024,0.007843137254901933,1,8,2,1.0,4.8684035e-14,1.3507856e-14,7.625239e-15,2.9910652e-17,1.8341066e-27,0.027
8550,455,0.5628071288487453,0.027000000000000024,0.007843137254901933,1,8,2,1.0,1.09956694e-13,1.1609455e-15,9.215138e-16,2.4076567e-16,3.0393881e-30,0.027
8602,477,0.5383839396155743,0.025000000000000022,0.007843137254901933,1,8,2,1.0,3.633712e-11,5.0817185e-13,5.105786e-16,3.048618e-16,5.414781e-23,0.025
8786,453,0.564893842629732,0.027000000000000024,0.0039215686274509665,3,1,2,0.99839044,0.0015992621,5.179978e-06,5.1346556e-06,1.974579e-09,8.741227e-17,0.027
8799,475,0.48917857142406035,0.02300000000000002,0.0039215686274509665,6,1,2,0.9983633,0.0016345517,2.0047678e-06,9.016694e-08,1.37049545e-08,2.71099e-13,0.023
8821,507,0.6087966259724699,0.028000000000000025,0.0039215686274509665,3,7,2,0.9987035,0.0011335716,0.00016294562,2.4246605e-09,3.2785667e-11,0.0,0.028
8836,475,0.5377654293974083,0.025000000000000022,0.007843137254901933,1,8,2,1.0,7.970415e-12,2.768524e-15,1.1783734e-15,1.3638775e-18,1.57658e-29,0.025
8992,435,0.5973308382584035,0.029000000000000026,0.007843137254901933,1,8,2,1.0,3.036425e-09,2.3574833e-09,7.26724e-13,1.4357286e-13,8.2467696e-22,0.029
9011,407,0.4949759604879581,0.025000000000000022,0.0039215686274509665,1,7,2,1.0,2.2382586e-08,5.453186e-10,5.7806204e-11,3.8212815e-11,1.7883447e-24,0.025
9114,464,0.5269005893572098,0.025000000000000022,0.0039215686274509665,9,8,2,1.0,4.3299844e-09,1.214142e-09,3.1878608e-10,1.4509904e-10,6.90675e-22,0.025
9121,471,0.4521663438796454,0.02100000000000002,0.007843137254901933,1,8,2,1.0,2.5138827e-09,2.0917988e-10,3.1612684e-13,1.3826346e-13,7.154188e-21,0.021
9175,386,0.5228174074401994,0.027000000000000024,0.0039215686274509665,1,7,2,1.0,2.5135122e-10,2.1465107e-11,2.269684e-16,9.748095e-17,3.599333e-26,0.027
9190,463,0.6134125760578886,0.029000000000000026,0.007843137254901933,4,7,2,1.0,1.1638224e-09,1.7408788e-11,9.993174e-16,5.2209053e-17,1.4694138e-25,0.029
9220,467,0.36313095270438656,0.017000000000000015,0.0039215686274509665,8,2,2,0.9695087,0.018923866,0.005169862,0.0045651356,0.0010536243,1.7414608e-14,0.017
9292,460,0.46960363500509256,0.02200000000000002,0.007843137254901933,1,8,2,1.0,4.539921e-10,6.4183284e-11,1.895574e-13,8.819627e-14,7.066302e-23,0.022
9302,484,0.5585352307585102,0.026000000000000023,0.0039215686274509665,3,2,2,1.0,4.523028e-08,4.408494e-09,3.8941064e-12,1.5862659e-17,1.0995573e-34,0.026000000000000002
9316,477,0.6086316353201625,0.028000000000000025,0.007843137254901933,6,2,2,1.0,2.0219004e-09,7.986539e-10,4.919249e-13,2.9744575e-14,1.3344824e-23,0.028
9378,443,0.6039603861347137,0.029000000000000026,0.0039215686274509665,1,5,2,1.0,3.620262e-08,1.3915303e-08,2.464712e-11,6.4811377e-12,2.8949679e-28,0.029
9447,516,0.6387543631835068,0.029000000000000026,0.0039215686274509665,9,8,2,1.0,8.882152e-15,1.6567661e-15,5.273873e-16,5.0082702e-17,1.3839589e-36,0.029
9474,425,0.5553357159421675,0.027000000000000024,0.0039215686274509665,1,8,2,1.0,1.6611093e-09,2.2906271e-10,3.2650742e-12,1.9397131e-12,3.153699e-20,0.027
9507,466,0.6097311469089942,0.029000000000000026,0.007843137254901933,1,8,2,1.0,3.0795038e-09,5.493011e-10,4.0589618e-10,4.197719e-12,1.7527455e-31,0.029
9570,459,0.40450620786707203,0.019000000000000017,0.0039215686274509665,1,8,2,1.0,1.3950221e-08,2.2132518e-10,1.5513694e-12,9.74436e-13,7.086072e-20,0.019
9588,498,0.6306832402093535,0.029000000000000026,0.007843137254901933,7,3,2,1.0,3.3567216e-10,9.35417e-12,5.2556144e-17,4.8490516e-26,0.0,0.029
9590,471,0.5381788159231993,0.025000000000000022,0.0039215686274509665,1,8,2,1.0,6.290022e-11,1.7973088e-11,1.9019153e-13,7.890248e-16,3.1239964e-25,0.025
9609,459,0.544127992835754,0.026000000000000023,0.007843137254901933,1,8,2,1.0,3.7519536e-12,1.7015856e-12,6.129699e-13,8.050194e-17,2.7357402e-28,0.026000000000000002
9615,471,0.5952886925273992,0.028000000000000025,0.00392156862745098,1,8,2,1.0,2.5094811e-12,2.9947935e-13,2.721384e-15,1.3177185e-15,1.4407213e-28,0.028
9618,449,0.5721197427112615,0.027000000000000024,0.026999999999999996,1,8,2,1.0,2.4071772e-10,5.5132053e-14,6.584183e-15,8.5668325e-18,4.6352273e-27,0.027
9661,472,0.38569423319838664,0.018000000000000016,0.0039215686274509665,8,2,2,0.9058793,0.09239057,0.0012405203,0.00048571758,3.6783329e-06,3.6681567e-19,0.018000000000000002
9735,381,0.5169659381796692,0.027000000000000024,0.007843137254901933,1,7,2,1.0,1.67579e-08,5.8662177e-09,3.338921e-09,2.1394438e-11,6.261019e-30,0.027
9751,470,0.5337109840128631,0.025000000000000022,0.0039215686274509665,9,8,2,1.0,7.1948905e-12,1.6451952e-13,1.5241507e-13,3.5787597e-16,2.2701284e-36,0.025
9896,510,0.6397572119741771,0.029000000000000026,0.0039215686274509665,9,8,2,1.0,9.4058835e-14,6.734276e-17,1.8084172e-17,2.102036e-19,9.867664e-33,0.029
9930,471,0.5773219084085491,0.027000000000000024,0.0039215686274509665,1,8,2,1.0,9.0392294e-12,2.44339e-12,3.4357583e-15,7.470158e-18,1.441632e-23,0.027
